listing_id,title,property_type,listing_type,construction_status,price,advertised_price,bedrooms,bathrooms,parking_spaces,land_size,description,features,status,date_sold,classic_project,agency_id,agent_id,address_id
140061707,"Beautiful 'Storybook' home with meandering creek, towering gums and native ferns....",house,sold,established,"$1,105,000",,4,2,0,2034 m2,"An opportunity to secure a rare and wonderful property has arisen in the offering of 22 Fiddleback Drive, Tawonga South.<br/>This stunning 'Storybook' home, built locally in 2017 offers a rare chance to secure 2034sqm with stunning mountain views, picturesque creek and a backyard that will inspire you to spend evenings by the fire pit and afternoons by the creek enjoying the natural beauty.<br/>The home is set over three levels and incorporates solid timber flooring, pitched ceilings and lots of glass to create a seamless flow thats gives the impression of warmth and showcases stunning vistas.<br/>The master bedroom and lounge area are situated on the main entry level. The king sized master bedroom features a spacious ensuite bathroom and walk in robe, a/c and direct access to the rear entertainment area. <br/>The heart of the home is upstairs. With multiple windows showcasing the beautuful scenery, timber flooring, pitched ceilings and an undercover deck area, this space is the perfect place for the family to come together.<br/>The kitchen offers plenty of storage, dishwasher, electric cooking and gas hob as well as a delightful butlers pantry. <br/>Downstairs incorporates three bedrooms, all with robes and beautiful views. <br/>The main bathroom is spacious with full shower and bath and overlooks the picturesque creek.<br/>Other features of the property include:-<br/>- Solar<br/>- Gas Instantaneous Hot Water<br/>- Water Tank for gray water<br/>- Double Glazing <br/>- Storage under the house<br/>- Garden Shed <br/>This home has been used as a holiday home and is being sold as a turn key property with all furnishings included.","['Shed', 'Air Conditioning', 'Built-in Wardrobes', 'Dishwasher', 'Ensuite: 1', 'Floorboards', 'Living Areas: 2', 'Toilets: 2']",sold,2022-08-13,False,ALAMOU,"['454416', '2246710']",22-Fiddleback-Drive-Tawonga-South-Vic-3698
139078635,43 Ranch Rd,house,sold,established,"$1,850,000",,6,4,2,20900 m2,"THE PROPERTY<br/>5 Acres of residential-zoned land, ripe for subdivision and redevelopment<br/>Substantial main residence designed by renowned Kew architect<br/>2 highly profitable, luxury self contained chalets<br/> <br/>THE LOCATION<br/>In the picturesque Alpine town of Tawonga South/Mt Beauty, the property is just 45 mins to either Albury Wodonga, or Falls Creek Ski Resort, 4 hours to Melbourne, half an hour to Bright/Myrtleford, and just over an hour to Hotham/Dinner Plain, and the King Valley wine region.<br/>The main townships of Tawonga South and Mt Beauty have so much to offer in the form of cafes, boutique shops, pubs, schools and even a hospital are extremely accessible via an easy 5 minute drive.<br/> <br/>THE LIFESTYLE <br/>Whether you ski, snowboard, cycle, mountain bike, hike, paraglide, hunt,or fish, this property is in the absolute heart of it all. <br/>Or maybe, you’re more of a foodie & enjoy fine wine, dining and coffee? Brown Brothers, Dal Zotto, Ringer Reef, Sixpence Coffee, Templar Lodge, The Reg Stag, Elm Dining, The Happy Valley Hotel, Crank Handle and Bright Breweries… there are endless options available to you for a stunning Sunday drive through the countryside.<br/> <br/>THE MAIN RESIDENCE<br/>Architect designed family home with breathtaking views directly to Bogong.<br/>Multiple living areas, informal and formal dining, study, 4 bedrooms, 2 bathrooms, double garage, beautiful established gardens.. A home of this calibre is hard to come by in the Valley.<br/> <br/>THE CHALETS<br/>Approximately 140m2 in size, the chalets are fully furnished and equipped, each with their own unique outlooks across farmland and to the mountain ranges beyond.<br/>With a considerable amount of repeat guests, the occupancy rates are fantastic. Alternatively, the chalets make a perfect base for your parents and in-laws!<br/>The Chalets are offered for sale on a walk in walk out basis inclusive of the business name, the web site (www.luxuryspachalets.com.au) and even a licence to serve liquor!<br/> <br/>THE LAND<br/>Currently set up for livestock, there are several paddocks that could also form stunning house sites, all of which are complimented by stunning established trees ranging from Black Cherry, maples, olive, Russian Birches, oaks, citrus, plums and figs to name a few. A beautiful array of bulbs pop through in Springtime providing a stunning show. Alternatively, keep a paddock for yourself and run a few sheep, or horses, or whatever your heart desires!<br/> <br/>Whilst the photos are beautiful , only a real-life visit will do this property justice. From the meandering driveway ascending up through stunning trees with autumn colour, to the sense of space and privacy, to the endless opportunity that this property presents - we guarantee you won’t find anything else like it.<br/><br/>DISCLAIMER:<br/>The information about this property has been supplied to us by the property owner and/or external sources. Whilst we have no cause to doubt its accuracy, we provide no guarantee. Land and building dimensions and floor/site plans are supplied by third parties. Buyers must carry out their own due diligence. <br/> <br/>",['Garage: 2'],sold,2022-08-01,False,EFSGQK,"['2264082', '2724898']",43-Ranch-Road-Tawonga-South-Vic-3698
138662787,Exquisite family home on Allamar,house,sold,established,"$950,000",,4,2,3,3313 m2,"Situated at the end of popular Allamar Court, this property ticks literally all the boxes! Being on a huge 3313m2 or over 3/4 of an acre, the sense of space is an outstanding feature of a home so close to town.<br/><br/>The circular driveway, vast lush lawn, and established gardens provide maximum street appeal, and the home is set well away from the street and being next to Allamar Park, the area should not be any further developed in future.<br/><br/>The home comprises:<br/>- 3 large bedrooms, master with ensuite and walk in robe, plus an additional small 4th bedroom or study.<br/>- New carpet, paint, drapes and light fittings <br/>- Wood fire, split system air-conditioning, floor heating, electric wall heaters and solar panels ensure year round thermal comfort at minimal expense<br/>- Immaculate kitchen with huge corner pantry, gas cooking, and stunning views form the kitchen sink!<br/><br/>Externally, there is even more on offer - 10mx7m shed, wood shed, garden shed additional carport, caravan parking, 8000L and 9000L rainwater tanks, not to mention the fantastic veggie boxes and a range of established fruit trees.<br/><br/>Please note a Husqvarna 38inch ride on mower is included with sale.<br/><br/>You must inspect to fully appreciate this home that has been immaculately maintained by the vendors. A 3000m2 block is a very rare opportunity, so don’t miss your chance to secure this one!<br/>","['Carport: 1', 'Garage: 2']",sold,2022-07-12,False,EFSGQK,"['2264082', '2724898']",15-Allamar-Court-Tawonga-South-Vic-3698
138868731,Ripe for further development,house,sold,established,"$725,000",,3,2,0,1641 m2,"Are you looking for your next project? <br/>On coveted Allamar Court, the existing home on this 1641m2 approx allotment offers three bedrooms, master with ensuite and walk in robe, a delightfully spacious open plan slate-tiled living area, and a fantastic deck to sit where you can sip a cool glass of wine whilst you sit and enjoy the direct views to Bogong and surrounding mountains.<br/>With fresh white paint throughout, and the beautiful warm texture of timber framed windows and doors, this is a home with fantastic bones that is very rentable as is, or make some easy cosmetic updates to maximise return.<br/><br/>The home is situated at the bottom of the block, unlike most neighbouring properties, which creates a sense of seclusion and privacy from the street.<br/>Established trees, hedging and garden provide leafy outlooks from every window.<br/><br/>The options for this property are endless - subdivide (STCA) and sell, live in the existing home whilst you build your dream home at the top, or rent out the existing home for passive income whilst you build - with great views from both ends of the block there really is enormous potential.<br/><br/>Or, simply make the most of the huge block in a popular street just minutes drive into the town centre. Allamar Park is at the end of the street and is a fantastic safe place for children to play.<br/><br/>The property is vacant now and available for a short settlement, so be quick to snap up this opportunity before someone else does!<br/><br/>Rental appraisal available upon request.<br/><br/>DISCLAIMER:<br/>The information about this property has been supplied to us by the property owner and/or external sources. Whilst we have no cause to doubt its accuracy, we provide no guarantee. Land and building dimensions and floor/site plans are supplied by third parties. Buyers must carry out their own due diligence. <br/><br/>",[],sold,2022-07-11,False,EFSGQK,"['2264082', '2724898']",10-Allamar-Court-Tawonga-South-Vic-3698
138929231,Living on a Grand Scale,house,sold,established,"$1,225,000",,5,3,5,7020 m2,"Welcome to 169 Simmonds Creek Road, Tawonga South. An irreplaceable five bedroom home residing tranquilly amidst the immaculate lanscaping that adorns this sprawling allotment of 7020sqm.<br/>Captivating mountain vistas will draw you in as you wander across the lush lawns that feature a wide range of mature trees including citrus and deciduous. <br/>The home is spacious and comfortable with design features that ensure your comfort year round.<br/>The well appointed kitchen is the heart of the home and features include electric wall oven, induction hot plates, dishwasher and walk in pantry. <br/>Two, separate living areas ensure room for everyone or a seperate space to entertain whilst the overhead sound system to all of the rooms entertains you.<br/>The master bedroom incudes ensuite bathroom with separate toilet and walk in robe. <br/>The remaining 4 bedrooms are located privately, at the other end of the home. A full family bathroom services three of the bedrooms. <br/>The fifth bedroom is spacious, bright and futher enhanced by ensuite bathroom, separate toilet and a kitchenette. With access to an undercover patio, this would make an ideal home office. <br/>Shedding to the property is outstanding. Double garage with 3m high roller doors and three carport spaces, each 6x3x3m. There is also a single garage with attached carport at the bottom of the allotment.<br/>Constructed in 2006 by its current owners this steel framed, fully insulated, rendered brick home has been built to last. <br/>Other features include:-<br/>- Town Water<br/>- 75,000 water tank with electric pump to garden taps <br/>- 3.8kw solar<br/>- 3 phase power <br/>- solar skylights <br/>- NBN fixed wireless <br/>- Outdoor entertainment area with electric panels <br/><br/>This is a rare opportunity to secure an outstanding property in the tightly held Simmonds Creek Road. Located only only 40 minutes from the ski fields of Falls Creek and just moments from the beautiful township of Mount Beauty.<br/>Offering an abundance of space and all that this stunning area has to offer with thousands of acres of Crown Land at your doorstep for bike riding and bushwalking, stunning scenery and clean mountain air.<br/><br/>** COVID19 NOTICE: In accordance with the Victorian Government guidelines, opens are to resume for fully vaccinated patrons only. If you are not fully vaccinated, please contact the agent to book a private inspection.","['Carport: 3', 'Garage: 2', 'Outdoor Entertaining Area', 'Shed', 'Air Conditioning', 'Broadband Internet Available', 'Built-in Wardrobes', 'Dishwasher', 'Ensuite: 2', 'Living Areas: 2', 'Reverse-cycle Air Conditioning', 'Toilets: 3', 'Workshop']",sold,2022-07-05,False,ALAMOU,"['454416', '2246710']",169-Simmonds-Creek-Road-Tawonga-South-Vic-3698
139691719,6 Wonnangatta Avenue,house,sold,established,"$535,000",,3,2,0,582 m2,"Set on approximately 582m2 this little gem on the corner of Wonnangatta Avenue and Young Crescent Tawonga South is now offered for sale.<br/>This brick veneer 3-bedroom home has been the family holiday home for many years. With 30km drive to the snow fields of Falls Creek, and a nice easy walk into Tawonga South or Mount Beauty this property is in the ideal location. <br/><br/>Low maintenance living is a key feature of this home. Spacious open plan living / dining area is complimented by brick feature walls and slate flooring. A robust reverse cycle air conditioner keeps your warm in winter and cool in the summer months. Doors on either side of the room and plenty of windows are great for air flow and direct access to the rear porch where the BBQ awaits. <br/>The kitchen offers electric cooking and plenty of bench space and keeps everyone together with its open flow on. <br/>Three bedrooms offer built in robes and floor to ceiling windows. <br/>The main bathroom is clean and features storage. There is also a second shower/toilet in the refitted laundry.<br/><br/>The block is an open book, with so much opportunity to make it so much more. 6 Wonnangatta would be ideal for the first homeowner, investment property or your own family holiday property. All items viewed in the property will be sold with the house.<br/>Contact us today for your opportunity to view this gem!","['Air Conditioning', 'Built-in Wardrobes', 'Toilets: 2']",sold,2022-07-05,False,ALAMOU,"['2246710', '454416']",6-Wonnangatta-Avenue-Tawonga-South-Vic-3698
139018591,Attractive 4 bedroom home,house,sold,established,"$585,000",,4,2,0,534 m2,"Located in Tawonga South's peaceful Myrtle St, this home has just had a facelift with fresh new paint on both the exterior and interior, new flooring in the living/kitchen area, and new window furnishings.<br/><br/>This home has a generously sized living space with raked ceilings, and a beautiful stone open fireplace, complemented by a new reverse cycle air conditioner, and gas heating.<br/><br/>Direct Bogong views can be enjoyed from the living and kitchen areas, as well as from your entertaining deck.<br/><br/>The master bedroom is also very spacious with its own functional ensuite bathroom, and all four bedrooms feature built in wardrobes.<br/><br/>Externally, the property is fully fenced, with established trees and gardens, and a new garden shed for storage.<br/><br/>This area is so peacefully quiet that its hard to believe it is only a very short walk from the main hub of Tawonga South.<br/><br/>There are minimal 4 bedroom homes available in this price range, so we highly recommend you inspect promptly to avoid missing out!<br/><br/>DISCLAIMER:<br/>The information about this property has been supplied to us by the property owner and/or external sources. Whilst we have no cause to doubt its accuracy, we provide no guarantee. Land and building dimensions and floor/site plans are supplied by third parties. Buyers must carry out their own due diligence. <br/><br/><br/><br/>",[],sold,2022-07-01,False,EFSGQK,"['2264082', '2724898']",4-Myrtle-Street-Tawonga-South-Vic-3698
138931007,A First Home Buyers Dream!,house,sold,established,"$565,000",,2,2,2,,"Fantastically located at the end of Damms Court, and neighbouring a parcel of reserve land, this home is a great starter for first home buyers keen to renovate and create their dream home, or an equally perfect opportunity to purchase your second home in the mountains.<br/><br/>Situated on a 835m2 approx block, the biggest on the street - there is room to move, or scope to develop STCA.<br/><br/>The home has a flexible floorplan - downstairs is a large space currently utilised as a living area, however could easily become a separate granny flat with the laundry/second bathroom adjoining. <br/>Upstairs are two bedrooms, and the main bathroom which has been freshly renovated. <br/>The views from this level are breathtaking and can be enjoyed from the master bedroom, the living area, and particularly the deck.<br/><br/>The kitchen is original with a cute 70's vibe, features gas cooking, and the flue from the fireplace downstairs easily warms the space, as well as split system for year-round comfort.<br/><br/>Being just a few minutes walk into town, the location is fantastic, but the street remains peaceful and quiet.<br/><br/>Investment options:<br/>Holiday accomodation - winter rental - permanent rental all offer a great return and occupancy in our region is excellent.<br/><br/>Furniture and appliances can be included with the sale should that suit the purchaser.<br/><br/>Contact us to arrange your private inspection or drop into our open home( registration required) <br/><br/>To register for an advertised open home, please submit an enquiry online.<br/><br/>PLEASE NOTE:<br/>As per Victorian Government guidelines, open for inspections are permitted for fully vaccinated prospective purchasers only.<br/>If you don’t wish to share your vaccination status with the agent or are not fully vaccinated, please phone to arrange a private appointment.<br/><br/><br/><br/><br/><br/><br/><br/>",['Carport: 2'],sold,2022-06-06,False,EFSGQK,"['2264082', '2724898']",14-Damms-Court-Tawonga-South-Vic-3698
139534075,Country Cottage seeks new lease of life,house,sold,established,"$330,000",,2,1,0,645 m2,"Sitting in the stunning Kiewa Valley offering spectacular mountain and valley views this 2-bedroom cottage is ready for a renovation rescue. The perfect opportunity for a home renovator's next project. <br/><br/>The block offers dual access off the Kiewa Valley Highway at the front and Heberles Road at the rear, with room to extend (STCA) and views to soothe the soul. <br/><br/>The cottage is in need of major renovations throughout and is priced to reflect the condition. <br/><br/>For further information or to arrange an inspection contact Poly on 0407 765 952.<br/><br/><br/>Disclaimer:<br/>While we have made every effort to ensure that information provided about the above property is accurate, it has been provided to us by the Vendor and other sources. Zirky Real Estate accepts no responsibility for direct, indirect, incidental or consequential damages resulting from any errors, inaccuracies or omission. We strongly advise all interested parties to obtain independent advice and make their own inquiry before proceeding.<br/>",[],sold,2022-06-04,False,XEDSOU,['2567202'],7751-Kiewa-Valley-Highway-Tawonga-South-Vic-3698
203292595,Stop daydreaming and start building your dream!,residential land,sold,established,"$495,000",,0,0,0,2040 m2,"Rare, elevated residential lot with magnificent Mountain and Valley views offered with endorsed plans.<br/><br/>19 Ranch Rd delivers the opportunity to live the dream. With 2040m2 of elevated space and uninterrupted views, this build-ready block is just waiting to reach its full potential. With services available and being sold with Alpine Shire Endorsed Plans for a spectacular 5 bedroom 4 bathroom dream home, the allotment offers a unique prospect for its new lucky owner. <br/><br/>For further information or to arrange an inspection contact Poly on 0407 765 952.<br/><br/><br/>Disclaimer:<br/>While we have made every effort to ensure that information provided about the above property is accurate, it has been provided to us by the Vendor and other sources. Zirky Real Estate accepts no responsibility for direct, indirect, incidental or consequential damages resulting from any errors, inaccuracies or omission. We strongly advise all interested parties to obtain independent advice and make their own inquiry before proceeding.<br/><br/>",[],sold,2022-05-20,False,XEDSOU,['2567202'],19-Ranch-Road-Tawonga-South-Vic-3698
138454895,Brand new on St Bernard,house,sold,established,"$665,000",,3,2,2,,"Here is a very rare opportunity to purchase a new home still under builders warranty!<br/><br/>Located in the first estate of Tawonga South, an easy stroll to the main hub you have all your favourite haunts at your fingertips - The brewery, the tavern, cafes, post office and still only a further 5 minute walk into Mt Beauty.<br/><br/>Street appeal is fantastic with a soft warm colour scheme, lush lawn and neat, low maintenance landscaping. Featuring 3 bedrooms, master with ensuite and walk in robe at the front of the home, nicely separated from the rest of the bedrooms.<br/><br/>The stylish kitchen is the heart of the home, with a 900mm gas free-standing oven for cooking up a storm. The laundry is conveniently located off the kitchen, doubling as a butlers pantry.<br/><br/>Outside, you have a concreted entertaining area for summer bbq's as well as a gorgeous fire pit area for gathering around in the cooler months.<br/><br/>Rather than waiting 2 years to build a home, with exorbitant construction costs and material shortages, simply purchase this home for all of the new-home conveniences without the major delays.<br/><br/>Ideal as a first home, an investment or second home, you won't have any renovations to expensive maintenance costs to worry about. <br/><br/>Contact us to arrange your private inspection because this one will sell in a flash!<br/><br/><br/><br/>",['Garage: 2'],sold,2022-04-14,False,EFSGQK,['2264082'],27-St-Bernard-Drive-Tawonga-South-Vic-3698
138149798,Striking St Bernard,house,sold,established,"$695,000",,3,2,1,532 m2,"This double storey delight has fantastic curb appeal! With a fresh coat of paint, beautiful established shade trees and modern low maintenance landscaping, this one is sure to impress.<br/><br/>The home would be perfect for dual occupancy; on the ground floor you have a spacious bedroom with its own little front porch, a massive laundry/bathroom that could potentially be configured to include a kitchenette, as well as external access to the backyard. <br/><br/>Upstairs, are a further two bedrooms either side of the main bathroom, and the main living/kitchen spaces.<br/><br/>Plush carpet, neutral paint and window furnishings create a calming and cosy atmosphere.<br/><br/>Heating and cooling is provided by the split system upstairs, and the deciduous tree at the front of the property provides shade in summer and then allows winter sun to stream inside for warmth.<br/><br/>Externally, the backyard is neat as a pin with 3 fantastic sheds for storage/workshop space, one is lined and has power supply. Undercover parking for boat/caravan/trailer is serviced by a cleverly hidden second driveway.<br/><br/>The property backs onto a shady creek with a walking track alongside to meander along on hot summer days.<br/><br/>Easy walking distance into town, this would make a perfect holiday home.<br/><br/>Furniture may be included in the sale upon negotiation.<br/><br/>Contact us to arrange a walk through of this immaculate home!<br/><br/>PLEASE NOTE:<br/>As per Victorian Government guidelines, open for inspections are permitted for fully vaccinated prospective purchasers only.<br/>If you don’t wish to share your vaccination status with the agent or are not fully vaccinated, please phone to arrange a private appointment.<br/>",['Carport: 1'],sold,2022-03-30,False,EFSGQK,['2264082'],72-St-Bernard-Drive-Tawonga-South-Vic-3698
138122690,Baker St Beauty!,house,sold,established,"$545,000",,3,1,1,,"Situated in Tawonga South's first estate, this cute and cosy home in a very convenient location is a fantastic opportunity for investors or first home buyers, or even as a holiday base.<br/>Within easy walking distance to all of Tawonga South's main attractions - the brewery, butchery, local pubs and cafes.<br/><br/>The home consists of three bedrooms, a central bathroom, an open plan kitchen/living/dining space which features a lovely pitched roof. The kitchen has near new stainless steel appliances (oven and dish drawer) and a fabulous walk in pantry.<br/> <br/>The yard space is a blank canvas to add in some garden beds or hedging if you are a green thumb, or make the most of its current low maintenance state!<br/><br/>A large lockup garage with additional undercover parking is a very convenient bonus along with new fencing at the rear and solar panels to help with power bills.<br/><br/>Inspections available over Xmas by appointment, contact Courtney on 0437191892 to arrange yours.<br/><br/>PLEASE NOTE:<br/>As per Victorian Government guidelines, open for inspections are permitted for fully vaccinated prospective purchasers only.<br/>If you don’t wish to share your vaccination status with the agent or are not fully vaccinated, please phone to arrange a private appointment.<br/><br/>",['Carport: 1'],sold,2022-03-11,False,EFSGQK,"['2264082', '2724898']",6-Baker-Street-Tawonga-South-Vic-3698
137688050,Prestige Home with Unrivalled Views. Your country escape awaits.,house,sold,established,"$1,375,000",,3,4,2,3100 m2,"A dream home with unrivalled views in a valley that can only be described as Paradise, is now available. Just 3 1/2 hours from Melbourne, in the heart of North East Victoria’s outdoor adventure playground, 21 Ranch Road is an escape from the every day. An architectural gem that lends itself to the art of ‘land sailing’ with smart lines and curved elements bringing strength and softness in equal proportion. Let this home transport you every day over the horizon and beyond, with each sunrise and sunset. <br/><br/>Floor to ceiling glass doors throughout the home effortlessly brings the outside in so you feel the mountains’ presence in nearly every room of this well built home. Double glazing, reverse cycle air conditioning and hydronic heating throughout will see you living comfortably in a mountain paradise to enjoy warm summer days at the river, and a glass (or two) of red by the open fire at night. With winter skiing just 40 minutes away, 21 Ranch Road is a base that will keep you coming back again and again, or see you make this stunning valley your permanent home. <br/> <br/>The main area of the house is perched up high to take in the glorious, sweeping views of Mount Emu to Mount Bogong and beyond. It sits peacefully surrounded by serenity that lets you drink it in all day long to birdsong. And at night when the stars come out, there’s no place you’d rather be. The spectacular views are enjoyed from the spacious open plan kitchen right through the lounge to the undercover North Easterly deck ensuring entertaining continues whatever the weather. With stainless steel balustrade the view is unimpeded, like a yacht seeing land for the first time. However if you’re in need of an office, a study is conveniently located downstairs allowing you focus. The double brick lower level, with cool slate floors and quality carpet create a feeling of strength and permanency. The perfect place for your study, in-laws or teenagers as a retreat from the main area of the house. With direct access to the double garage, returning from a day at the snow is a breeze. Down the hall there is an all-important drying room and laundry, with so much attention to detail the ceiling includes a glass panel to guide in natural light. The under stairs 2m x 1m cupboard is perfect for storing wines in the cool. <br/><br/>Upstairs the master bedroom enjoys lofty ceilings and lavish floor space to include a gorgeous sitting area which opens onto the deck with that amazing view of the Bogong mountain range. The adjoining full ensuite includes a spa bath where you will drink in direct views of Victoria’s highest peak, Mount Bogong. There is plentiful light into the ensuite with private elevated views to the adjacent Oak tree, again bringing nature into every possible space. A walk-in wardrobe completes a stunning main bedroom for the masters of the house. Bedroom 2 upstairs is Queen size with built ins, own bathroom with skylight and direct deck access. This room drinks in prime, central views of Mount Bogong from the bed. A truly breathtaking start to the day! Bedroom 3 upstairs is Queen size with built ins, own bathroom and enjoys North Westerly views over blue sky and native wattle trees and the birds who frequent them. If you thought the back of the house would feel neglected in favour of that view, think again. The owners have designed a gorgeous deck with entrance from the kitchen to soak in the bush vibe and enjoy the sunsets, particularly in the winter and spring when one is drawn to the warmth of a setting sun. With so many elements that make 21 Ranch Road the location to be, this is truly a dream home fortunate to be on the market.<br/> <br/>Call to enquire about 21 Ranch Road today as homes of this calibre are scarce and it’s a very fast paced market. There are currently few to no other homes in this price range available in the Mount Beauty and Tawonga region, and none with views quite like these. Call today. <br/><br/>• Architect designed home with high pitched ceilings, and floor to ceiling glass doors capturing every drop of the spectacular Bogong mountain range <br/>• 3 spacious bedrooms + study or small fourth bedroom, 2 living areas, 4 bathrooms, double lockup garage <br/>• Vibrant & free-flowing living space from the kitchen to lounge to the full length undercover entertainment deck <br/>• Spacious open plan kitchen composed of granite bench tops, soft close drawers & quality Bosch and DeLonghi appliances <br/>• Central vacuum cleaner <br/>• Gorgeous back deck enjoys bushland ambiance and afternoon winter sun <br/>• Double glazing, brick ground level, open fireplace, and quality carpet <br/>• Lavish sized master bedroom with deck access, walkin wardrobe and deluxe ensuite & spa bath with spectacular mountain views <br/>• Two Queen size bedrooms with own bathrooms, one with deck access <br/>• Home office and bathroom downstairs for those who must squeeze in a little work while in paradise <br/>• Located 40 minutes from Falls Creek All Season and Ski Resort for outdoor adventures, 1 hour from Albury,and 3 1/2hours from Melbourne","['Balcony', 'Courtyard', 'Garage: 2', 'Outdoor Entertaining Area', 'Remote Garage', 'Broadband Internet Available', 'Built-in Wardrobes', 'Dishwasher', 'Ducted Vacuum System', 'Ensuite: 3', 'Hydronic Heating', 'Indoor Spa', 'Living Areas: 2', 'Open Fireplace', 'Reverse-cycle Air Conditioning', 'Study', 'Toilets: 4']",sold,2022-02-28,False,ALAMOU,"['454416', '2246710']",21-Ranch-Road-Tawonga-South-Vic-3698
138049470,The mountains are calling!,house,sold,established,"$545,000",,2,1,1,,"89 KIEWA VALLEY HIGHWAY, TAWONGA SOUTH<br/>It’s the view across a gorgeous valley to Mt Bogong that sells this home! <br/><br/>Overlooking grazing cattle on rolling green pastures with the mountain ranges beyond, this view is best enjoyed from your verandah. Take it in at sunset with a cool glass of wine at hand...<br/><br/>The home is well built (double brick) on a massive allotment of approximately 1100m2 at the end of a quiet court. There is ample room for extension of the existing home to accommodate a growing family. Currently, it features two bedrooms, a central bathroom, adjoining kitchen/living/dining room and a separate small study/sitting room.<br/><br/>The front and rear lawns are vast, with plenty of scope to create your dream garden; everything grows so easily here in the Valley with our rainfall, soil and climate.<br/><br/>The property is leased to a first-class tenant until August 2022.<br/><br/>89KVH will not be listed for long. Call me today on 0437 191 892<br/><br/><br/>",['Carport: 1'],sold,2022-01-28,False,EFSGQK,['2264082'],89-Kiewa-Valley-Highway-Tawonga-South-Vic-3698
138154302,Camp 2 – Dederang Road Tawonga South!,house,sold,established,"$540,000",,3,1,1,515 m2,"Are you looking for a low maintenance and well cared for home? A home with plenty of yard space? Or peace and quite of living on a quiet street? <br/>4 Dederang Road offers this plus more.<br/><br/>Previously offered as a successful short-term accommodation - pre covid, the property is now let as a permanent rental until 03/05/2022.<br/><br/>Set on approx. 515m2 allotment this shaded block is an open book, with plenty of yard space for the young ones to run around, plenty of room for new gardens, Veggie garden's or to just sit back and enjoy a glass of wine reading or entertaining with family and friends. <br/><br/>Timber paneling, light colours, and the quirkiness of the tee shaped layout allows plenty of light through each window giving the home a bright and welcoming feeling. <br/><br/>The kitchen is compact, offering electric cooking, plenty of bench and cupboard space and the island bench which overlooks the lounge and dining room is a great feature.<br/><br/>There are three bedrooms, each with a robe and the main bedroom has direct<br/>access to the bathroom.<br/><br/>With so much character, Camp 2 is the perfect property to call home, continued as short-term accommodation or as a permanent rental. <br/><br/>Camp 2 is being offered for sale fully furnished.<br/><br/>Call us to arrange your private viewing!","['Carport: 1', 'Courtyard', 'Outdoor Entertaining Area', 'Shed', 'Built-in Wardrobes', 'Living Areas: 1', 'Toilets: 1']",sold,2022-01-24,False,ALAMOU,"['2246710', '454416']",4-Dederang-Road-Tawonga-South-Vic-3698
136964358,19 Highland,house,sold,established,"$820,000",,3,1,2,4018 m2,"This solid brick home sits on a 1 acre allotment high up in coveted Highland Court, overlooking farmland, our beautiful valley, the lake, and township beyond.<br/><br/>Upon entering from the street you are enveloped in privacy, and the very convenient double garage provides parking and undercover walkways along the porches to both front and back doors.<br/><br/>Internally, the very spacious living area is complete with Nectre wood fire, and enjoys stunning views from every window and lots of bright sunlight.<br/><br/>Adjoined by the open plan dining and kitchen areas, the living spaces in this home could easily accomodate a large family.<br/><br/>The kitchen has recently had new appliances installed and is in immaculate condition.<br/><br/>Three double bedrooms share the master bathroom, with separate toilet and large laundry.<br/><br/>Other features include a water jacket for the wood fire, which heats the hot water in winter, and complemented by solar hot water for the warmer months, resulting in low power bills and the added bonus of a drying room for ski and wet weather gear.<br/><br/>Outside are two garden sheds that provide further storage for garden tools & firewood, and a 10,000L rainwater tank provides water for the garden and/or firefighting purposes. There is also a large fenced off vegie patch where you can grow your own produce and there is plenty of space to incorporate a chook pen for maximum self-sufficiency!<br/><br/>The outlook from this property is truly breathtaking, and must be seen to be believed. If snow-capped mountain vistas are your thing, look no further!<br/><br/>Contact Courtney to arrange your private inspection.<br/><br/>",['Garage: 2'],sold,2021-12-08,False,EFSGQK,"['2264082', '2724898']",19-Highland-Court-Tawonga-South-Vic-3698
137266566,Meticulously maintained on Myrtle,house,sold,established,"$600,000",,4,2,1,519 m2,"Its not often that a 4 bedroom, 2 bathroom home is available for sale in our Valley!<br/>This home is situated at the top of the very quiet Myrtle St on the first estate and has a welcoming, homely feel from the moment you enter.<br/>From the circular driveway, to the neat established garden, the presentation is neat as a pin.<br/><br/>The living space is open plan comprising living, dining and kitchen areas and the entire space is very generous in size. With both wood fire and near new ample-sized split system<br/><br/>A modern, recently renovated kitchen has oodles of storage and bench space and endless floor to ceiling windows let the light stream in from all angles.<br/><br/>The master suite with ensuite bathroom and walk in robe is located at the far end of the property and is a true parents retreat, being very well separated from the remaining three bedrooms. It also has its own entrance out onto the deck.<br/><br/>The master bath has a large corner spa, new shower and is in fantastic condition.<br/><br/>The separate laundry and toilet provide further convenience for larger families or guests.<br/><br/>Externally, new solar panels have very recently been installed, and the rear deck with beautiful morning sun looks out to snow-capped Mt Bogong - what more could you ask for?<br/><br/>The property is currently rented to a fantastic tenant until March 2022.<br/><br/>Contact us on 03 5714 9730 to arrange your private inspection.<br/><br/><br/><br/><br/>",['Carport: 1'],sold,2021-11-19,False,EFSGQK,['2264082'],16-Myrtle-Street-Tawonga-South-Vic-3698
